Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,NEG LEVEL,REASON
greek orthodox summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camp smithtown ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
frenchwoods,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
golf camps for kids near me,CM - Non Brand - PMax,--,Performance Max,None,0,5,0.00,0.00,OK,,Appears relevant for Portland market
swimming school near me,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
men's basketball league near me,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
easy kid lunches,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
future stars brentwood,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,17,1.18,0.00,OK,,Brand term matched: 'future stars'
nike volleyball camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
day camps near me for teens,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
beautiful nautical words,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
kid strong camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
free soccer programs for kids,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
summer camp brentwood,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
acting classes near me for kids,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
red robin camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
그립 잡는 법,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
scikidz summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
sports for 3 year old near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
hockey camp near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
summer camp greenwich,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
armonk tennis camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camp 6 year old near me,CM - Non Brand - PMax,--,Performance Max,None,1,2,1.62,0.00,OK,,Appears relevant for Portland market
golf camp for kids near me,CM - Non Brand - PMax,--,Performance Max,None,0,6,0.00,0.00,OK,,Appears relevant for Portland market
southampton movie theater,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
lacrosse camps,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
farmindale,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
basketball summer camps near me,CM - Non Brand - PMax,--,Performance Max,None,2,8,5.08,0.00,OK,,Appears relevant for Portland market
summer basketball camps near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,Added,0,1,0.00,0.00,OK,,Appears relevant
science camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
hofstra cheer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp 5 year old,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camps for 13 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,2,2.21,0.00,OK,,Appears relevant
paquatuck camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer theater camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
day camp for 12 year olds,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
hofstra summer day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,2,2.93,0.00,OK,,Appears relevant
dodgeball camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camps out west,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp basketball,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,1,4,1.25,0.00,OK,,Appears relevant
lady tiger basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
soccer training camps near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,1,4,1.75,0.00,OK,,Appears relevant
future stars adventure camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,0,2,0.00,0.00,OK,,Brand term matched: 'future stars'
future stars long island,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),None,0,0,0.00,0.00,OK,,Brand term matched: 'future stars'
future stars hockey,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,0,0,0.00,0.00,OK,,Brand term matched: 'future stars'
ojll lacrosse,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
st anthony's basketball camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
baseball for 5 year olds,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
esf camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
academy experience soccer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
st joseph's camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
cool tricks to do underwater in a pool,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
basketball clinic for youth near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
job camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
summer sports,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
pink pony club kids,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
camps for children with disabilities,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
soccer stars,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
half day summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,4,2.13,0.00,OK,,Appears relevant
basketball camp westchester,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
camps for teens,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
camp next week near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
multisports camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
spartan camp for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
game 7 basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
camp cummings brewster ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
liu soccer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,8,0.00,0.00,OK,,Appears relevant
cortlandt manor summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
wildcat summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
camp adventure chappaqua,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
deer park summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
swim camp summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
farmingdale college summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,1,1,2.87,0.00,OK,,Appears relevant
rec volleyball near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,0,0,0.00,0.00,OK,,Appears relevant
kids soccer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,0,0.00,0.00,OK,,Appears relevant
horseback riding lessons greenwich ct,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
basketball camp queens,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
sachem camp,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
tennis lessons near me,CM - Non Brand - PMax,--,Performance Max,None,1,3,0.79,0.00,OK,,Appears relevant for Portland market
attractions cerca de mi,CM - Non Brand - PMax,--,Performance Max,None,0,3,0.00,0.00,OK,,Appears relevant for Portland market
lacrosse goalie camps,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
windward camp,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
luhi summer camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,11,185,43.84,0.00,OK,,Competitor matched: 'luhi'
3d lacrosse,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
rising star baseball camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
archery camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
west hills day camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
gymnastics camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Has converted - protected from negation
south hampton tennis,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
training camp football,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
the windward school summer program westchester,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
basketball for 10 year olds near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
soccer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Has converted - protected from negation
aaron judge baseball camp 2025,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
redzone flag football,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
girls basketball camps near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
lacrosse summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
summer camp positions,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
williams college softball camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
summer theater camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,3,1.42,0.00,OK,,Appears relevant
summer camps for tweens,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
horseback riding camp long island,CM - Nonbranded - Geo Priorities (MxCx),Horseback Riding,Phrase match (close variant),None,0,5,0.00,0.00,OK,,Appears relevant
summer kids golf camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
camp saradac,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
cheer camp near me summer,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camps new hyde park,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,7,0.00,0.00,OK,,Appears relevant
summer schools for 5 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
pine bush summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camps long island nassau county,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
camps kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
lynn university lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
mineola summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
flexwork sports camps 2026 schedule,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
freeport summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
youth volleyball summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,0,0.00,0.00,OK,,Appears relevant
volleyball private lessons near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,0,0,0.00,0.00,OK,,Appears relevant
tennis camp,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Exact match,Added,0,0,0.00,0.00,OK,,Appears relevant
future stars summer camps,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),None,9,21,6.45,0.00,OK,,Brand term matched: 'future stars'
t9 flag football,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
boundless adventures,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
pitching training near me,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
eevb,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
southampton golf near me,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
softball batting cage near me,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
hyrox training near me,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
i9 football camp,CM - Nonbranded - Other Geos (MxConv),Football Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
hampton racquet camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camps white plains,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,3,0.00,0.00,OK,,Appears relevant
summer camp in valley stream,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
programas de verano para niños gratis cerca de mi,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
soccer camp hamptons,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
free summer programs in the bronx,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
kids soccer training near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
stony brook football camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
special needs summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
art camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
horseback riding for kids near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
summer camp in connecticut,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
purchase college summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
fitness blender warm up,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
trick of soccer,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
riders camp hamptons,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
baseball leagues near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
lacrosse camp near me,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Exact match (close variant),None,1,6,2.87,0.00,OK,,Appears relevant
basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),Added,0,6,0.00,0.00,OK,,Appears relevant
tlc family of camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),Added,0,10,0.00,0.00,OK,,Appears relevant
hicksville summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,6,0.00,0.00,OK,,Appears relevant
summer rowing camps 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
soccer summer camp 2026 near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
history camp for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
summer camp lacrosse,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
central islip summer programs,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
summer camp programs for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
rye rec camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
hillside summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp in long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
holiday camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camps for 5 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,1,9,1.32,0.00,OK,,Appears relevant
music camps long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
half day camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
cheer and dance camps,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
summer camp sports near me,CM - Non Brand - PMax,--,Performance Max,None,1,2,4.62,0.00,OK,,Appears relevant for Portland market
outdoor activities near me,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
future stars diving camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,6,1.77,0.00,OK,,Brand term matched: 'future stars'
future stars syosset,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,4,4.01,0.00,OK,,Brand term matched: 'future stars'
lego robotics camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
esports camps near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
kids golf lessons near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
ymca summer camp westchester,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
swimming pool school,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
volleyball training,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
future camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
mohawk day camp white plains,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
play golf with me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
long island basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,0,5,0.00,0.00,OK,,Appears relevant
long island summer soccer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,3,1.28,0.00,OK,,Appears relevant
basketball camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,1,4,1.95,0.00,OK,,Appears relevant
basketball camp august,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
east meadow summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,4,3.98,0.00,OK,,Appears relevant
timber lake camp tuition,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
hofstra university summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
basketball camps near me for kids,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
st francis prep summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,4,2.74,0.00,OK,,Appears relevant
summer camps near freeport ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camps for swimming,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,2,2.93,0.00,OK,,Appears relevant
summer football camps 2026,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,1,2,2.78,0.00,OK,,Appears relevant
summer camp for 3 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
gymnastic summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
swimming camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
ron cooper football camps,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
lacrosse camps summer 2026,CM - Non Brand - PMax,--,Performance Max,None,1,4,3.45,0.00,OK,,Appears relevant for Portland market
soccer camp,CM - Non Brand - PMax,--,Performance Max,None,2,11,2.80,0.00,OK,,Has converted - protected from negation
basketball clinics for kids near me,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
golf schools for seniors,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
southampton massage,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
soccer camp portland maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
camp osprey freeport maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
2025 uca cheer camp dance,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
westhampton summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
westfair swim camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
boys volleyball near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
greenburgh summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
tennis racket sizes for kids,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
camp crunchlabs,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
